assembly,reaction,flux,description
SRR9205708.asm1,EX_2mpa_e,0.645711109140404,2 methylpropanoic acid
SRR9205708.asm1,EX_abt_e,0.0178783,L Arabinitol C5H12O5
SRR9205708.asm1,EX_acald_e,0.1054324913156431,Acetaldehyde
SRR9205708.asm1,EX_acgam_e,-0.1,N-Acetyl-D-glucosamine
SRR9205708.asm1,EX_ade_e,-0.0058165760591082,Adenine
SRR9205708.asm1,EX_arab__D_e,-0.1,D Arabinose C5H10O5
SRR9205708.asm1,EX_arab__L_e,-0.0178783,L-Arabinose
SRR9205708.asm1,EX_arg__L_e,-0.0084215464038896,L-Arginine
SRR9205708.asm1,EX_asn__L_e,-0.0225,L-Asparagine
SRR9205708.asm1,EX_asp__L_e,-0.0225,L-Aspartate
SRR9205708.asm1,EX_ca2_e,-0.0001481924765789,Calcium
SRR9205708.asm1,EX_cellb_e,-0.074493,Cellobiose
SRR9205708.asm1,EX_cgly_e,-0.0566926883641013,Cys Gly C5H10N2O3S
SRR9205708.asm1,EX_cit_e,-0.0004446059009139,Citrate
SRR9205708.asm1,EX_cl_e,-0.0001481924765789,Chloride
SRR9205708.asm1,EX_co2_e,1.3943359131582802,CO2 CO2
SRR9205708.asm1,EX_cobalt2_e,-2.8471177056477604e-06,Co2+
SRR9205708.asm1,EX_cu2_e,-2.018606453304262e-05,Copper
SRR9205708.asm1,EX_fe2_e,-0.0001911839539342,Fe2+ mitochondria
SRR9205708.asm1,EX_fe3_e,-0.0002223029504569,Iron (Fe3+)
SRR9205708.asm1,EX_fol_e,-1.904721745078428e-05,Folate
SRR9205708.asm1,EX_fru_e,-0.0148986,D-Fructose
SRR9205708.asm1,EX_fum_e,-0.1,Fumarate
SRR9205708.asm1,EX_gal_e,-0.0148986,D-Galactose
SRR9205708.asm1,EX_glc__D_e,-0.0148986,D-Glucose
SRR9205708.asm1,EX_gln__L_e,-0.0074924749541826,L-Glutamine
SRR9205708.asm1,EX_glu__L_e,-0.0038888322928183,L-Glutamate
SRR9205708.asm1,EX_glyc3p_e,-0.1,Glycerol 3-phosphate
SRR9205708.asm1,EX_gua_e,-0.0068932420906749,Guanine
SRR9205708.asm1,EX_h2o_e,0.5081901718614964,H2O H2O
SRR9205708.asm1,EX_h2s_e,0.1539482377229193,Hydrogen sulfide
SRR9205708.asm1,EX_h_e,0.5447306624430162,H+
SRR9205708.asm1,EX_his__L_e,-0.015,L-Histidine
SRR9205708.asm1,EX_ibtol_e,0.0070083770247376,Isobutanol
SRR9205708.asm1,EX_k_e,-0.005557374463185,Potassium
SRR9205708.asm1,EX_lcts_e,-0.0074493,Lactose C12H22O11
SRR9205708.asm1,EX_leu__L_e,-0.0128271478704319,L-Leucine
SRR9205708.asm1,EX_lys__L_e,-0.0097701975898779,L-Lysine
SRR9205708.asm1,EX_malt_e,-0.0074493,Maltose C12H22O11
SRR9205708.asm1,EX_man_e,-0.0148986,D-Mannose
SRR9205708.asm1,EX_met__L_e,-0.004384817507291,L-Methionine
SRR9205708.asm1,EX_mg2_e,-0.0002469874609649,Magnesium
SRR9205708.asm1,EX_mn2_e,-1.967358334602602e-05,Manganese
SRR9205708.asm1,EX_nh4_e,0.3139647897777852,Ammonium
SRR9205708.asm1,EX_no2_e,-0.1,Nitrite
SRR9205708.asm1,EX_o2_e,-0.001,O2 O2
SRR9205708.asm1,EX_phe__L_e,-0.0052747126173683,L-Phenylalanine
SRR9205708.asm1,EX_pi_e,0.0719247716028805,Phosphate
SRR9205708.asm1,EX_raffin_e,-0.004701945,Raffinose C18H32O16
SRR9205708.asm1,EX_rib__D_e,-0.0178783,D-Ribose
SRR9205708.asm1,EX_ribflv_e,-1.2698144967189048e-05,Riboflavin C17H20N4O6
SRR9205708.asm1,EX_rmn_e,-0.0148986,L-Rhamnose
SRR9205708.asm1,EX_so4_e,-0.1,Sulfate
SRR9205708.asm1,EX_succ_e,0.1,Succinate
SRR9205708.asm1,EX_sucr_e,-0.0074493,Sucrose C12H22O11
SRR9205708.asm1,EX_thm_e,-6.349072483594505e-06,Thiamin
SRR9205708.asm1,EX_thr__L_e,-0.0225,L-Threonine
SRR9205708.asm1,EX_tre_e,-0.074493,Trehalose
SRR9205708.asm1,EX_trp__L_e,-0.0016183871174213,L-Tryptophan
SRR9205708.asm1,EX_tyr__L_e,-0.00392606143138,L-Tyrosine
SRR9205708.asm1,EX_ura_e,-0.0094345224123819,Uracil
SRR9205708.asm1,EX_xyl__D_e,-0.0178783,D-Xylose
SRR9205708.asm1,EX_xylan4_e,-3.21e-05,"Xylan (4 backbone units, 1 glcur side chain)"
SRR9205708.asm1,EX_xylan8_e,-3.21e-05,"Xylan (8 backbone units, 2 glcur side chain)"
SRR9205708.asm1,EX_zn2_e,-9.708671376258862e-06,Zinc
SRR9205770.asm1,EX_2mpa_e,0.7643450966921799,2 methylpropanoic acid
SRR9205770.asm1,EX_acgam_e,-0.1,N-Acetyl-D-glucosamine
SRR9205770.asm1,EX_ade_e,-0.0070347120250091,Adenine
SRR9205770.asm1,EX_ala__L_e,-0.1,L-Alanine
SRR9205770.asm1,EX_arab__L_e,-0.0178783,L-Arabinose
SRR9205770.asm1,EX_arg__L_e,-0.0101852280713938,L-Arginine
SRR9205770.asm1,EX_asn__L_e,-0.0225,L-Asparagine
SRR9205770.asm1,EX_asp__L_e,-0.0225,L-Aspartate
SRR9205770.asm1,EX_ca2_e,-0.0001792276738776,Calcium
SRR9205770.asm1,EX_cellb_e,-0.074493,Cellobiose
SRR9205770.asm1,EX_cit_e,-0.0005377174553838,Citrate
SRR9205770.asm1,EX_cl_e,-0.0001792276738776,Chloride
SRR9205770.asm1,EX_co2_e,1.649003807980671,CO2 CO2
SRR9205770.asm1,EX_cobalt2_e,-3.443375098513096e-06,Co2+
SRR9205770.asm1,EX_cu2_e,-2.441352944845785e-05,Copper
SRR9205770.asm1,EX_drib_e,-0.0178783,Deoxyribose C5H10O4
SRR9205770.asm1,EX_fe2_e,-0.0002312226378651,Fe2+ mitochondria
SRR9205770.asm1,EX_fe3_e,-0.0002688587276919,Iron (Fe3+)
SRR9205770.asm1,EX_fol_e,-2.3036179409052435e-05,Folate
SRR9205770.asm1,EX_fru_e,-0.0148986,D-Fructose
SRR9205770.asm1,EX_fuc__L_e,-0.0148986,L-Fucose
SRR9205770.asm1,EX_fum_e,-0.1,Fumarate
SRR9205770.asm1,EX_gal_e,-0.0148986,D-Galactose
SRR9205770.asm1,EX_glc__D_e,-0.0148986,D-Glucose
SRR9205770.asm1,EX_gln__L_e,-0.018,L-Glutamine
SRR9205770.asm1,EX_glu__L_e,-0.018,L-Glutamate
SRR9205770.asm1,EX_gly_e,-0.045,Glycine
SRR9205770.asm1,EX_glyc_e,-0.1799655,Glycerol
SRR9205770.asm1,EX_gua_e,-0.008336858752263,Guanine
SRR9205770.asm1,EX_h2_e,0.8966474810246843,Hydrogen
SRR9205770.asm1,EX_h2o_e,-0.0937308628937836,H2O H2O
SRR9205770.asm1,EX_h2s_e,-0.0031732767557857,Hydrogen sulfide
SRR9205770.asm1,EX_h_e,0.4499647054465268,H+
SRR9205770.asm1,EX_his__L_e,-0.0032621847008293,L-Histidine
SRR9205770.asm1,EX_ile__L_e,-0.0100040032399591,L-Isoleucine
SRR9205770.asm1,EX_indole_e,-0.0019573177072477,Indole
SRR9205770.asm1,EX_k_e,-0.0067212271560406,Potassium
SRR9205770.asm1,EX_lcts_e,-0.0074493,Lactose C12H22O11
SRR9205770.asm1,EX_leu__L_e,-0.015,L-Leucine
SRR9205770.asm1,EX_lys__L_e,-0.0118163204218085,L-Lysine
SRR9205770.asm1,EX_malt_e,-0.0074493,Maltose C12H22O11
SRR9205770.asm1,EX_man_e,-0.0148986,D-Mannose
SRR9205770.asm1,EX_meoh_e,-1.9833840567418104e-05,Methanol
SRR9205770.asm1,EX_met__L_e,-0.0052996641803705,L-Methionine
SRR9205770.asm1,EX_mg2_e,-0.000298712789796,Magnesium
SRR9205770.asm1,EX_mn2_e,-2.379372193072549e-05,Manganese
SRR9205770.asm1,EX_ncam_e,-7.844008474400255e-05,Nicotinamide
SRR9205770.asm1,EX_nh4_e,0.5024898762698973,Ammonium
SRR9205770.asm1,EX_no2_e,-0.1,Nitrite
SRR9205770.asm1,EX_o2_e,-0.001,O2 O2
SRR9205770.asm1,EX_phe__L_e,-0.0063793688762602,L-Phenylalanine
SRR9205770.asm1,EX_pi_e,-0.0339548808101868,Phosphate
SRR9205770.asm1,EX_pro__L_e,-0.018,L-Proline
SRR9205770.asm1,EX_raffin_e,-0.004701945,Raffinose C18H32O16
SRR9205770.asm1,EX_rib__D_e,-0.0178783,D-Ribose
SRR9205770.asm1,EX_ribflv_e,-1.5357452939368407e-05,Riboflavin C17H20N4O6
SRR9205770.asm1,EX_rmn_e,-0.0148986,L-Rhamnose
SRR9205770.asm1,EX_so4_e,-0.0001493736117734,Sulfate
SRR9205770.asm1,EX_succ_e,0.1,Succinate
SRR9205770.asm1,EX_sucr_e,-0.0074493,Sucrose C12H22O11
SRR9205770.asm1,EX_thm_e,-7.678726469673158e-06,Thiamin
SRR9205770.asm1,EX_thr__L_e,-0.0087353949861649,L-Threonine
SRR9205770.asm1,EX_tre_e,-0.074493,Trehalose
SRR9205770.asm1,EX_tyr__L_e,-0.0047482765258456,L-Tyrosine
SRR9205770.asm1,EX_ura_e,-0.1,Uracil
SRR9205770.asm1,EX_xyl__D_e,-0.0178783,D-Xylose
SRR9205770.asm1,EX_xylan4_e,-3.21e-05,"Xylan (4 backbone units, 1 glcur side chain)"
SRR9205770.asm1,EX_zn2_e,-1.1741909085929656e-05,Zinc
SRR9275266.asm1,EX_12ppd__S_e,0.0297972,"(S)-Propane-1,2-diol"
SRR9275266.asm1,EX_2mpa_e,0.5117820464413979,2 methylpropanoic acid
SRR9275266.asm1,EX_4abut_e,0.018,4-Aminobutanoate
SRR9275266.asm1,EX_acald_e,0.0225883534199283,Acetaldehyde
SRR9275266.asm1,EX_acgam_e,-0.0060640439905666,N-Acetyl-D-glucosamine
SRR9275266.asm1,EX_ala__L_e,-0.1,L-Alanine
SRR9275266.asm1,EX_arab__L_e,-0.0178783,L-Arabinose
SRR9275266.asm1,EX_arg__L_e,-0.015,L-Arginine
SRR9275266.asm1,EX_asn__L_e,-0.0225,L-Asparagine
SRR9275266.asm1,EX_asp__L_e,-0.0225,L-Aspartate
SRR9275266.asm1,EX_ca2_e,-0.0001578167448544,Calcium
SRR9275266.asm1,EX_cellb_e,-0.074493,Cellobiose
SRR9275266.asm1,EX_cit_e,-0.0004734805547834,Citrate
SRR9275266.asm1,EX_cl_e,-0.0001578167448544,Chloride
SRR9275266.asm1,EX_co2_e,1.1301520895481385,CO2 CO2
SRR9275266.asm1,EX_cobalt2_e,-3.0320219952833137e-06,Co2+
SRR9275266.asm1,EX_cu2_e,-2.149703594655869e-05,Copper
SRR9275266.asm1,EX_drib_e,-0.0016125202577463,Deoxyribose C5H10O4
SRR9275266.asm1,EX_fe2_e,-0.0002036002769832,Fe2+ mitochondria
SRR9275266.asm1,EX_fe3_e,-0.0002367402773917,Iron (Fe3+)
SRR9275266.asm1,EX_fol_e,-2.028422714844824e-05,Folate
SRR9275266.asm1,EX_fru_e,-0.0148986,D-Fructose
SRR9275266.asm1,EX_fuc__L_e,-0.0148986,L-Fucose
SRR9275266.asm1,EX_fum_e,-0.1,Fumarate
SRR9275266.asm1,EX_gal_e,-0.0148986,D-Galactose
SRR9275266.asm1,EX_glc__D_e,-0.0148986,D-Glucose
SRR9275266.asm1,EX_gln__L_e,-0.018,L-Glutamine
SRR9275266.asm1,EX_glu__L_e,-0.018,L-Glutamate
SRR9275266.asm1,EX_glyc_e,-0.1799655,Glycerol
SRR9275266.asm1,EX_gua_e,-0.0073409194134403,Guanine
SRR9275266.asm1,EX_h2o_e,0.8599208988503607,H2O H2O
SRR9275266.asm1,EX_h2s_e,0.0970773127178665,Hydrogen sulfide
SRR9275266.asm1,EX_h_e,0.3686494566731583,H+
SRR9275266.asm1,EX_his__L_e,-0.015,L-Histidine
SRR9275266.asm1,EX_ibtol_e,0.0169727235724867,Isobutanol
SRR9275266.asm1,EX_indole_e,-0.0017234922627788,Indole
SRR9275266.asm1,EX_k_e,-0.0059182946932533,Potassium
SRR9275266.asm1,EX_lcts_e,-0.0074493,Lactose C12H22O11
SRR9275266.asm1,EX_leu__L_e,-0.0136601990155698,L-Leucine
SRR9275266.asm1,EX_lys__L_e,-0.0104047169992341,L-Lysine
SRR9275266.asm1,EX_malt_e,-0.0074493,Maltose C12H22O11
SRR9275266.asm1,EX_man_e,-0.0148986,D-Mannose
SRR9275266.asm1,EX_met__L_e,-0.0046695867547158,L-Methionine
SRR9275266.asm1,EX_mg2_e,-0.0002630279080908,Magnesium
SRR9275266.asm1,EX_mn2_e,-2.0951271987407697e-05,Manganese
SRR9275266.asm1,EX_ncam_e,-6.906946105256218e-05,Nicotinamide
SRR9275266.asm1,EX_nh4_e,0.1794832314642324,Ammonium
SRR9275266.asm1,EX_no2_e,-0.1,Nitrite
SRR9275266.asm1,EX_o2_e,-0.001,O2 O2
SRR9275266.asm1,EX_orn_e,0.0049053751523646,Ornithine
SRR9275266.asm1,EX_phe__L_e,-0.0056172755495616,L-Phenylalanine
SRR9275266.asm1,EX_pi_e,-0.0298985566539474,Phosphate
SRR9275266.asm1,EX_ptrc_e,0.0020403250602047,Putrescine
SRR9275266.asm1,EX_raffin_e,-0.004701945,Raffinose C18H32O16
SRR9275266.asm1,EX_rib__D_e,-0.0178783,D-Ribose
SRR9275266.asm1,EX_ribflv_e,-1.3522818098963578e-05,Riboflavin C17H20N4O6
SRR9275266.asm1,EX_rmn_e,-0.0148986,L-Rhamnose
SRR9275266.asm1,EX_so4_e,-0.1,Sulfate
SRR9275266.asm1,EX_spmd_e,0.0039911964395068,Spermidine
SRR9275266.asm1,EX_succ_e,0.1,Succinate
SRR9275266.asm1,EX_sucr_e,-0.0074493,Sucrose C12H22O11
SRR9275266.asm1,EX_thm_e,-6.761409049481789e-06,Thiamin
SRR9275266.asm1,EX_thr__L_e,-0.0225,L-Threonine
SRR9275266.asm1,EX_tre_e,-0.074493,Trehalose
SRR9275266.asm1,EX_tyr__L_e,-0.0041810370506158,L-Tyrosine
SRR9275266.asm1,EX_ura_e,-0.0100297771592974,Uracil
SRR9275266.asm1,EX_xyl__D_e,-0.0178783,D-Xylose
SRR9275266.asm1,EX_xylan4_e,-3.21e-05,"Xylan (4 backbone units, 1 glcur side chain)"
SRR9275266.asm1,EX_zn2_e,-1.0339195003916098e-05,Zinc
SRR9205715.asm1,EX_12ppd__S_e,0.0297972,"(S)-Propane-1,2-diol"
SRR9205715.asm1,EX_2mpa_e,0.9747833400568756,2 methylpropanoic acid
SRR9205715.asm1,EX_acgam_e,-0.1,N-Acetyl-D-glucosamine
SRR9205715.asm1,EX_acnam_e,-0.1,N-Acetylneuraminate
SRR9205715.asm1,EX_ade_e,-0.0087410435715484,Adenine
SRR9205715.asm1,EX_ala__D_e,-0.1,D-Alanine
SRR9205715.asm1,EX_ala__L_e,-0.1,L-Alanine
SRR9205715.asm1,EX_arab__L_e,-0.0178783,L-Arabinose
SRR9205715.asm1,EX_arg__L_e,-0.012655745116744,L-Arginine
SRR9205715.asm1,EX_asn__L_e,-0.0225,L-Asparagine
SRR9205715.asm1,EX_asp__L_e,-0.0225,L-Aspartate
SRR9205715.asm1,EX_ca2_e,-0.0002227009294796,Calcium
SRR9205715.asm1,EX_cellb_e,-0.074493,Cellobiose
SRR9205715.asm1,EX_cit_e,-0.0006681455744005,Citrate
SRR9205715.asm1,EX_cl_e,-0.0002227009294796,Chloride
SRR9205715.asm1,EX_co2_e,1.884970176114168,CO2 CO2
SRR9205715.asm1,EX_cobalt2_e,-4.278596147544222e-06,Co2+
SRR9205715.asm1,EX_cu2_e,-3.033524668608853e-05,Copper
SRR9205715.asm1,EX_drib_e,-0.0178783,Deoxyribose C5H10O4
SRR9205715.asm1,EX_fe2_e,-0.0002873077313075,Fe2+ mitochondria
SRR9205715.asm1,EX_fe3_e,-0.0003340727872002,Iron (Fe3+)
SRR9205715.asm1,EX_fol_e,-2.8623808227069445e-05,Folate
SRR9205715.asm1,EX_fru_e,-0.0148986,D-Fructose
SRR9205715.asm1,EX_fuc__L_e,-0.0148986,L-Fucose
SRR9205715.asm1,EX_fum_e,-0.1,Fumarate
SRR9205715.asm1,EX_gal_e,-0.0148986,D-Galactose
SRR9205715.asm1,EX_glc__D_e,-0.0148986,D-Glucose
SRR9205715.asm1,EX_glcn_e,-0.0148986,D-Gluconate
SRR9205715.asm1,EX_gln__L_e,-0.018,L-Glutamine
SRR9205715.asm1,EX_glu__L_e,-0.018,L-Glutamate
SRR9205715.asm1,EX_gly_e,-0.045,Glycine
SRR9205715.asm1,EX_glyc3p_e,-0.1,Glycerol 3-phosphate
SRR9205715.asm1,EX_glyc_e,-0.1799655,Glycerol
SRR9205715.asm1,EX_gua_e,-0.0103590374907037,Guanine
SRR9205715.asm1,EX_h2_e,1.0690096705046648,Hydrogen
SRR9205715.asm1,EX_h2o_e,0.1104886099129537,H2O H2O
SRR9205715.asm1,EX_h2s_e,-0.0039429830657308,Hydrogen sulfide
SRR9205715.asm1,EX_h_e,0.6129602276907412,H+
SRR9205715.asm1,EX_his__L_e,-0.0048743972850263,L-Histidine
SRR9205715.asm1,EX_ile__L_e,-0.0124305626014987,L-Isoleucine
SRR9205715.asm1,EX_indole_e,-0.0024320824081485,Indole
SRR9205715.asm1,EX_k_e,-0.0083515201782759,Potassium
SRR9205715.asm1,EX_lcts_e,-0.0074493,Lactose C12H22O11
SRR9205715.asm1,EX_leu__L_e,-0.015,L-Leucine
SRR9205715.asm1,EX_lys__L_e,-0.0146824733258742,L-Lysine
SRR9205715.asm1,EX_malt_e,-0.0074493,Maltose C12H22O11
SRR9205715.asm1,EX_man_e,-0.0148986,D-Mannose
SRR9205715.asm1,EX_meoh_e,-2.464471380986266e-05,Methanol
SRR9205715.asm1,EX_met__L_e,-0.0065851445447238,L-Methionine
SRR9205715.asm1,EX_mg2_e,-0.0003711682157994,Magnesium
SRR9205715.asm1,EX_mn2_e,-2.956509937953057e-05,Manganese
SRR9205715.asm1,EX_nh4_e,0.4767853245192952,Ammonium
SRR9205715.asm1,EX_no2_e,-0.1,Nitrite
SRR9205715.asm1,EX_o2_e,-0.001,O2 O2
SRR9205715.asm1,EX_phe__L_e,-0.0079267411527478,L-Phenylalanine
SRR9205715.asm1,EX_pi_e,0.057809062890794,Phosphate
SRR9205715.asm1,EX_pro__L_e,-0.0094580507139538,L-Proline
SRR9205715.asm1,EX_raffin_e,-0.004701945,Raffinose C18H32O16
SRR9205715.asm1,EX_rib__D_e,-0.0178783,D-Ribose
SRR9205715.asm1,EX_ribflv_e,-1.90825388180472e-05,Riboflavin C17H20N4O6
SRR9205715.asm1,EX_rmn_e,-0.0148986,L-Rhamnose
SRR9205715.asm1,EX_so4_e,-0.0001856055008804,Sulfate
SRR9205715.asm1,EX_succ_e,0.1,Succinate
SRR9205715.asm1,EX_sucr_e,-0.0074493,Sucrose C12H22O11
SRR9205715.asm1,EX_thm_e,-9.541269409024666e-06,Thiamin
SRR9205715.asm1,EX_thr__L_e,-0.0108542422088205,L-Threonine
SRR9205715.asm1,EX_tre_e,-0.074493,Trehalose
SRR9205715.asm1,EX_tyr__L_e,-0.0059000129436175,L-Tyrosine
SRR9205715.asm1,EX_ura_e,-0.0141780268400787,Uracil
SRR9205715.asm1,EX_xyl__D_e,-0.0178783,D-Xylose
SRR9205715.asm1,EX_xylan4_e,-3.21e-05,"Xylan (4 backbone units, 1 glcur side chain)"
SRR9205715.asm1,EX_xylan8_e,-3.21e-05,"Xylan (8 backbone units, 2 glcur side chain)"
SRR9205715.asm1,EX_zn2_e,-1.4590012863125796e-05,Zinc
SRR9205724.asm1,EX_12ppd__S_e,0.0297972,"(S)-Propane-1,2-diol"
SRR9205724.asm1,EX_2mpa_e,1.0156790382256529,2 methylpropanoic acid
SRR9205724.asm1,EX_ade_e,-0.0081091852080001,Adenine
SRR9205724.asm1,EX_ala__D_e,-0.1,D-Alanine
SRR9205724.asm1,EX_ala__L_e,-0.1,L-Alanine
SRR9205724.asm1,EX_arab__D_e,-0.1,D Arabinose C5H10O5
SRR9205724.asm1,EX_arab__L_e,-0.0178783,L-Arabinose
SRR9205724.asm1,EX_arg__L_e,-0.0117409071647881,L-Arginine
SRR9205724.asm1,EX_asn__L_e,-0.0225,L-Asparagine
SRR9205724.asm1,EX_asp__L_e,-0.0225,L-Aspartate
SRR9205724.asm1,EX_ca2_e,-0.0002066026863225,Calcium
SRR9205724.asm1,EX_cellb_e,-0.074493,Cellobiose
SRR9205724.asm1,EX_cit_e,-0.000619847752087,Citrate
SRR9205724.asm1,EX_cl_e,-0.0002066026863225,Chloride
SRR9205724.asm1,EX_co2_e,1.5342479181992887,CO2 CO2
SRR9205724.asm1,EX_cobalt2_e,-3.969311937032818e-06,Co2+
SRR9205724.asm1,EX_cu2_e,-2.814242163356268e-05,Copper
SRR9205724.asm1,EX_drib_e,-0.0178783,Deoxyribose C5H10O4
SRR9205724.asm1,EX_fe2_e,-0.0002665392965717,Fe2+ mitochondria
SRR9205724.asm1,EX_fe3_e,-0.0003099238760435,Iron (Fe3+)
SRR9205724.asm1,EX_fol_e,-2.6554696858763216e-05,Folate
SRR9205724.asm1,EX_fru_e,-0.0148986,D-Fructose
SRR9205724.asm1,EX_fuc__L_e,-0.0148986,L-Fucose
SRR9205724.asm1,EX_fum_e,-0.1,Fumarate
SRR9205724.asm1,EX_gal_e,-0.0148986,D-Galactose
SRR9205724.asm1,EX_glc__D_e,-0.0148986,D-Glucose
SRR9205724.asm1,EX_gln__L_e,-0.018,L-Glutamine
SRR9205724.asm1,EX_glu__L_e,-0.018,L-Glutamate
SRR9205724.asm1,EX_gly_e,-0.045,Glycine
SRR9205724.asm1,EX_glyc3p_e,-0.1,Glycerol 3-phosphate
SRR9205724.asm1,EX_glyc_e,-0.1799655,Glycerol
SRR9205724.asm1,EX_gua_e,-0.0096102202101082,Guanine
SRR9205724.asm1,EX_h2_e,1.509420852939233,Hydrogen
SRR9205724.asm1,EX_h2o_e,-0.2214237989397036,H2O H2O
SRR9205724.asm1,EX_h2s_e,-0.0036579591086919,Hydrogen sulfide
SRR9205724.asm1,EX_h_e,0.7459286702837776,H+
SRR9205724.asm1,EX_his__L_e,-0.0037604467429061,L-Histidine
SRR9205724.asm1,EX_ile__L_e,-0.011532002277542,L-Isoleucine
SRR9205724.asm1,EX_indole_e,-0.0022562759843675,Indole
SRR9205724.asm1,EX_k_e,-0.0077478190492524,Potassium
SRR9205724.asm1,EX_lcts_e,-0.0074493,Lactose C12H22O11
SRR9205724.asm1,EX_leu__L_e,-0.015,L-Leucine
SRR9205724.asm1,EX_lys__L_e,-0.0136211305362411,L-Lysine
SRR9205724.asm1,EX_malt_e,-0.0074493,Maltose C12H22O11
SRR9205724.asm1,EX_man_e,-0.0148986,D-Mannose
SRR9205724.asm1,EX_meoh_e,-2.2863236757264534e-05,Methanol
SRR9205724.asm1,EX_met__L_e,-0.0061091283091678,L-Methionine
SRR9205724.asm1,EX_mg2_e,-0.0003443378105375,Magnesium
SRR9205724.asm1,EX_mn2_e,-2.742794548489677e-05,Manganese
SRR9205724.asm1,EX_nh4_e,0.2892986124749068,Ammonium
SRR9205724.asm1,EX_no2_e,-0.1,Nitrite
SRR9205724.asm1,EX_o2_e,-0.001,O2 O2
SRR9205724.asm1,EX_ocdcea_e,-0.0681445,Octadecenoate (n-C18:1)
SRR9205724.asm1,EX_phe__L_e,-0.0073537457601438,L-Phenylalanine
SRR9205724.asm1,EX_pi_e,0.0608588928407486,Phosphate
SRR9205724.asm1,EX_pro__L_e,-0.0087743625024078,L-Proline
SRR9205724.asm1,EX_raffin_e,-0.004701945,Raffinose C18H32O16
SRR9205724.asm1,EX_rib__D_e,-0.0178783,D-Ribose
SRR9205724.asm1,EX_ribflv_e,-1.7703131239166297e-05,Riboflavin C17H20N4O6
SRR9205724.asm1,EX_rmn_e,-0.0148986,L-Rhamnose
SRR9205724.asm1,EX_so4_e,-0.0001721887518284,Sulfate
SRR9205724.asm1,EX_succ_e,0.1,Succinate
SRR9205724.asm1,EX_sucr_e,-0.0074493,Sucrose C12H22O11
SRR9205724.asm1,EX_thm_e,-8.851565619583113e-06,Thiamin
SRR9205724.asm1,EX_thr__L_e,-0.0100696283737004,L-Threonine
SRR9205724.asm1,EX_tre_e,-0.074493,Trehalose
SRR9205724.asm1,EX_tyr__L_e,-0.0054735223886907,L-Tyrosine
SRR9205724.asm1,EX_ura_e,-0.0131531486588649,Uracil
SRR9205724.asm1,EX_xyl__D_e,-0.0178783,D-Xylose
SRR9205724.asm1,EX_xylan4_e,-3.21e-05,"Xylan (4 backbone units, 1 glcur side chain)"
SRR9205724.asm1,EX_zn2_e,-1.3535353705281908e-05,Zinc
SRR9205751.asm1,EX_12ppd__S_e,0.0297972,"(S)-Propane-1,2-diol"
SRR9205751.asm1,EX_2mpa_e,0.795167087428249,2 methylpropanoic acid
SRR9205751.asm1,EX_acgam_e,-0.1,N-Acetyl-D-glucosamine
SRR9205751.asm1,EX_ade_e,-0.0078080434725042,Adenine
SRR9205751.asm1,EX_ala__D_e,-0.1,D-Alanine
SRR9205751.asm1,EX_ala__L_e,-0.1,L-Alanine
SRR9205751.asm1,EX_arab__L_e,-0.0178783,L-Arabinose
SRR9205751.asm1,EX_arg__L_e,-0.0113048982355059,L-Arginine
SRR9205751.asm1,EX_asn__L_e,-0.0225,L-Asparagine
SRR9205751.asm1,EX_asp__L_e,-0.0225,L-Aspartate
SRR9205751.asm1,EX_ca2_e,-0.0001989303135845,Calcium
SRR9205751.asm1,EX_cellb_e,-0.074493,Cellobiose
SRR9205751.asm1,EX_cit_e,-0.0005968291598497,Citrate
SRR9205751.asm1,EX_cl_e,-0.0001989303135845,Chloride
SRR9205751.asm1,EX_co2_e,1.6199537002400557,CO2 CO2
SRR9205751.asm1,EX_cobalt2_e,-3.821908041970706e-06,Co2+
SRR9205751.asm1,EX_cu2_e,-2.7097328017572307e-05,Copper
SRR9205751.asm1,EX_drib_e,-0.0178783,Deoxyribose C5H10O4
SRR9205751.asm1,EX_fe2_e,-0.0002566411250183,Fe2+ mitochondria
SRR9205751.asm1,EX_fe3_e,-0.0002984145799248,Iron (Fe3+)
SRR9205751.asm1,EX_fol_e,-2.556856480078265e-05,Folate
SRR9205751.asm1,EX_fru_e,-0.0148986,D-Fructose
SRR9205751.asm1,EX_fuc__L_e,-0.0148986,L-Fucose
SRR9205751.asm1,EX_fum_e,-0.1,Fumarate
SRR9205751.asm1,EX_gal_e,-0.0148986,D-Galactose
SRR9205751.asm1,EX_glc__D_e,-0.0148986,D-Glucose
SRR9205751.asm1,EX_glcn_e,-0.0148986,D-Gluconate
SRR9205751.asm1,EX_gln__L_e,-0.018,L-Glutamine
SRR9205751.asm1,EX_glu__L_e,-0.018,L-Glutamate
SRR9205751.asm1,EX_gly_e,-0.045,Glycine
SRR9205751.asm1,EX_glyc3p_e,-0.1,Glycerol 3-phosphate
SRR9205751.asm1,EX_glyc_e,-0.1799655,Glycerol
SRR9205751.asm1,EX_gua_e,-0.0092533362176565,Guanine
SRR9205751.asm1,EX_h2_e,1.070595622971214,Hydrogen
SRR9205751.asm1,EX_h2o_e,0.1269383886444244,H2O H2O
SRR9205751.asm1,EX_h2s_e,-0.0035221175751585,Hydrogen sulfide
SRR9205751.asm1,EX_h_e,0.5126468307263359,H+
SRR9205751.asm1,EX_his__L_e,-0.0036207992408022,L-Histidine
SRR9205751.asm1,EX_ile__L_e,-0.011103751215257,L-Isoleucine
